,train loss,val loss,val accuracy
49,0.08043305575847626,0.2138594388961792,0.4148148148148148
50,0.07346978783607483,0.17458513379096985,0.4
51,0.09364482760429382,0.1570635437965393,0.4666666666666667
52,0.06415075808763504,0.2869411110877991,0.45185185185185184
53,0.07651061564683914,0.19583985209465027,0.45925925925925926
54,0.06305749714374542,0.29961705207824707,0.4
55,0.06804929673671722,0.364876389503479,0.4222222222222222
56,0.06858058273792267,0.16051343083381653,0.35555555555555557
57,0.06514754146337509,0.1413712352514267,0.34814814814814815
58,0.04136049002408981,0.5105231404304504,0.34074074074074073
59,0.06515367329120636,0.2730904519557953,0.35555555555555557
60,0.05590405315160751,0.22210191190242767,0.5037037037037037
61,0.0700632780790329,0.1546332687139511,0.4666666666666667
62,0.05378476157784462,0.17905211448669434,0.4962962962962963
63,0.0645684152841568,0.17343419790267944,0.5037037037037037
64,0.05030462145805359,0.18729309737682343,0.5185185185185185
65,0.05482973903417587,0.21836231648921967,0.45185185185185184
66,0.048573050647974014,0.3841511607170105,0.43703703703703706
67,0.05052611976861954,0.4297642707824707,0.4444444444444444
68,0.0429697260260582,0.1378767192363739,0.4740740740740741
69,0.043310780078172684,0.4088040590286255,0.48148148148148145
70,0.07300108671188354,0.23378419876098633,0.3851851851851852
71,0.039601121097803116,0.2581784129142761,0.4
72,0.08034273982048035,0.2081834226846695,0.4222222222222222
73,0.04006625711917877,0.2276560217142105,0.42962962962962964
74,0.03791128471493721,0.15533387660980225,0.4222222222222222
75,0.05314979702234268,0.28203248977661133,0.4148148148148148
76,0.06479118019342422,0.3086516857147217,0.4444444444444444
77,0.06201796978712082,0.2553749084472656,0.37777777777777777
78,0.03110635280609131,0.2987174093723297,0.4222222222222222
79,0.048585496842861176,0.2458515614271164,0.5259259259259259
80,0.03460174798965454,0.3363264203071594,0.5111111111111111
81,0.059442125260829926,0.22988077998161316,0.4740740740740741
82,0.0296042300760746,0.2422688752412796,0.4666666666666667
83,0.030000993981957436,0.5639644265174866,0.4444444444444444
84,0.04235836863517761,0.1549014151096344,0.4962962962962963
85,0.03465050831437111,0.245250403881073,0.4666666666666667
86,0.05169364809989929,0.24985596537590027,0.42962962962962964
87,0.018909938633441925,0.24521441757678986,0.42962962962962964
88,0.022709332406520844,0.38465720415115356,0.4148148148148148
89,0.019985895603895187,0.24235489964485168,0.4148148148148148
90,0.054718874394893646,0.12761574983596802,0.4
91,0.045519016683101654,0.1887940764427185,0.4222222222222222
92,0.02468787133693695,0.28395530581474304,0.4222222222222222
93,0.04197901859879494,0.4126744270324707,0.4148148148148148
94,0.03778950124979019,0.18858399987220764,0.4148148148148148
95,0.03453877568244934,0.2456769496202469,0.4740740740740741
96,0.025134865194559097,0.30519890785217285,0.5185185185185185
97,0.039826568216085434,0.32473358511924744,0.5259259259259259
98,0.028628816828131676,0.36074167490005493,0.5185185185185185
99,0.02138880267739296,0.1732037514448166,0.5407407407407407
100,0.02574027143418789,0.3118102550506592,0.5481481481481482
101,0.027748659253120422,0.3917253613471985,0.5555555555555556
102,0.019105253741145134,0.3950578570365906,0.4888888888888889
103,0.02035573497414589,0.15306982398033142,0.4666666666666667
104,0.02072434313595295,0.29075103998184204,0.4962962962962963
105,0.022435415536165237,0.33963754773139954,0.4888888888888889
106,0.03836654871702194,0.27404895424842834,0.5037037037037037
107,0.023568911477923393,0.19376790523529053,0.43703703703703706
108,0.01608251966536045,0.3177267611026764,0.4962962962962963
109,0.01570993661880493,0.2773277759552002,0.4888888888888889
110,0.014663550071418285,0.16366417706012726,0.48148148148148145
111,0.015155059285461903,0.49591824412345886,0.43703703703703706
112,0.035150326788425446,0.23370325565338135,0.4148148148148148
113,0.01389931421726942,0.297836571931839,0.43703703703703706
114,0.022276729345321655,0.33060741424560547,0.4444444444444444
115,0.01467863842844963,0.31622588634490967,0.4666666666666667
116,0.021392349153757095,0.28294873237609863,0.5037037037037037
117,0.0210501030087471,0.24272868037223816,0.5111111111111111
118,0.013261176645755768,0.1856030821800232,0.5111111111111111
119,0.014056084677577019,0.4234417974948883,0.5111111111111111
120,0.016486074775457382,0.4088391065597534,0.45925925925925926
121,0.0253547765314579,0.23886603116989136,0.4740740740740741
122,0.024211332201957703,0.2056395411491394,0.43703703703703706
123,0.018327444791793823,0.7017236351966858,0.4740740740740741
124,0.01535098161548376,0.28658345341682434,0.4962962962962963
125,0.014474287629127502,0.2881888151168823,0.5037037037037037
126,0.020869320258498192,0.21892963349819183,0.4888888888888889
127,0.012932326644659042,0.36494964361190796,0.4888888888888889
128,0.011831334792077541,0.30630946159362793,0.4962962962962963
129,0.012558339163661003,0.20994111895561218,0.4740740740740741
130,0.01164415292441845,0.5249364972114563,0.48148148148148145
131,0.014475340954959393,0.44008663296699524,0.48148148148148145
132,0.016084443777799606,0.26180410385131836,0.4740740740740741
133,0.012022055685520172,0.3647702932357788,0.4888888888888889
134,0.01345597393810749,0.43753305077552795,0.4962962962962963
135,0.009375279769301414,0.38171809911727905,0.4962962962962963
136,0.020365189760923386,0.29065099358558655,0.4962962962962963
137,0.014193529263138771,0.21757079660892487,0.48148148148148145
138,0.01263180561363697,0.22832925617694855,0.48148148148148145
139,0.009031850844621658,0.2559657394886017,0.48148148148148145
140,0.014133257791399956,0.34738677740097046,0.4740740740740741
141,0.013351154513657093,0.2379157543182373,0.4888888888888889
142,0.011240845546126366,0.1614568680524826,0.4666666666666667
143,0.017968740314245224,0.22878608107566833,0.4888888888888889
144,0.016272105276584625,0.2728740870952606,0.4962962962962963
145,0.01520512904971838,0.10051261633634567,0.4888888888888889
146,0.015019801445305347,0.3255971670150757,0.4740740740740741
147,0.014179302379488945,0.20448672771453857,0.4888888888888889
148,0.011282304301857948,0.42657724022865295,0.4888888888888889
149,0.010907299816608429,0.3412860631942749,0.48148148148148145
150,0.011757561936974525,0.43641120195388794,0.4740740740740741
151,0.00856376625597477,0.19766375422477722,0.48148148148148145
