,train loss,val loss,val accuracy
0,0.5332813262939453,0.7079088687896729,0.3037037037037037
1,0.28828179836273193,0.5259518623352051,0.2962962962962963
2,0.3475606441497803,0.2703624963760376,0.3037037037037037
3,0.22324338555335999,0.24979332089424133,0.362962962962963
4,0.31016674637794495,0.38775834441185,0.3333333333333333
5,0.2093595564365387,0.22156204283237457,0.31851851851851853
6,0.22226393222808838,0.2203863263130188,0.31851851851851853
7,0.25795042514801025,0.23686477541923523,0.362962962962963
8,0.2640741169452667,0.27320587635040283,0.3037037037037037
9,0.26880207657814026,0.211654394865036,0.31851851851851853
10,0.17628252506256104,0.29478952288627625,0.3037037037037037
11,0.1739926040172577,0.22277726233005524,0.3111111111111111
12,0.1470586061477661,0.1899450570344925,0.3333333333333333
13,0.1527961939573288,0.18567374348640442,0.31851851851851853
14,0.13217654824256897,0.18863266706466675,0.31851851851851853
15,0.16378608345985413,0.20129893720149994,0.31851851851851853
16,0.15295828878879547,0.22432145476341248,0.3333333333333333
17,0.14111386239528656,0.1968478560447693,0.32592592592592595
18,0.14198356866836548,0.19708481431007385,0.3037037037037037
19,0.1244441419839859,0.19246794283390045,0.3111111111111111
20,0.14578044414520264,0.1913815140724182,0.2740740740740741
21,0.1406213492155075,0.19867154955863953,0.34074074074074073
22,0.1515619158744812,0.1777750551700592,0.3037037037037037
23,0.13705283403396606,0.19612734019756317,0.2962962962962963
24,0.1556124985218048,0.1895218938589096,0.26666666666666666
25,0.15050089359283447,0.1892939805984497,0.362962962962963
26,0.13947844505310059,0.21164581179618835,0.32592592592592595
27,0.13292156159877777,0.19369499385356903,0.3333333333333333
28,0.15335994958877563,0.19587281346321106,0.3111111111111111
29,0.13927717506885529,0.2049332559108734,0.3111111111111111
30,0.13547217845916748,0.19809356331825256,0.31851851851851853
31,0.12934286892414093,0.18820244073867798,0.3111111111111111
32,0.14397326111793518,0.1845334768295288,0.2962962962962963
33,0.13014592230319977,0.1919354349374771,0.2962962962962963
34,0.11782215535640717,0.18662168085575104,0.31851851851851853
35,0.11437735706567764,0.19954189658164978,0.2814814814814815
36,0.12015409767627716,0.20461836457252502,0.34814814814814815
37,0.11452621221542358,0.22027340531349182,0.4
38,0.1066892072558403,0.16036564111709595,0.4074074074074074
39,0.1040213406085968,0.17968694865703583,0.4074074074074074
40,0.12147880345582962,0.2308802604675293,0.37777777777777777
41,0.10485386848449707,0.2125314474105835,0.4148148148148148
42,0.09538890421390533,0.3028712272644043,0.37037037037037035
43,0.11766909062862396,0.19261103868484497,0.4444444444444444
44,0.0915246531367302,0.15956208109855652,0.3925925925925926
45,0.077369324862957,0.20220942795276642,0.4148148148148148
46,0.07306276261806488,0.3418152630329132,0.4444444444444444
47,0.07782027125358582,0.33039945363998413,0.45185185185185184
48,0.058860138058662415,0.20261600613594055,0.4148148148148148
